s1_toothpaste_squeeze_1,"The person picks up the toothpaste tube with their right hand, removes the lid with their left hand, squeezes out some toothpaste with their right hand, and then places the tube back on the table with their right hand."
s1_torusmedium_pick_all,"The person repeatedly picks up and puts down the medium torus on the table, grabbing it from various locations using the right hand."
s1_binoculars_offhand_1,"The person picks up the binoculars with left hand and then switches to holding them with both hands, looks around through the binoculars and then places them back down on the table using the right hand."
s1_binoculars_see_1,"The person picks up the binoculars with the right hand and then switches to holding them with both hands, looks around through the binoculars while bending their upper body and then places them back down on the table using the right hand."
s1_mug_drink_4,"The person grabs the mug from the container and drinks a few sips, then sets it back down on the table, always using their right hand."
s1_cylinderlarge_inspect_1,The person picks up the large cylinder with the right hand and then inspects it with one hand at a time before putting it back down on the table using the right hand.
s1_cylindersmall_inspect_1,The person picks up the small cylinder with their right hand and then inspects it with the right hand before placing it back down on the table using the right hand
s1_hand_inspect_1,"The person picks up the toy hand with their right hand, examines it at face level, and finally places it on the table with their right hand."
s1_flute_offhand_1,"The person picks up the flute with the left hand and positions it in front of their mouth using both hands, plays the flute with both hands, then removes it from their mouth and sets it back down on the table using their right hand."
s1_eyeglasses_offhand_1,"The person picks up the eye glasses from the arms using their left hand, wears them using both hands, then takes them off and sets them back down on the table."
s1_cubemedium_offhand_1,"The person picks up the medium cube with the left hand and passes it to their right hand, inspects the cube before placing it back down on the table using the right hand."
s1_doorknob_use_fun_1,"The person first pulls the doorknob with the right hand and then uses both hands, puts their legs on the table to support themselves and continue pulling the doorknob with both hands."
s1_spheresmall_inspect_1,"The person picks up the small sphere with the right hand and inspects it at eye level and chest level, then places the sphere back down on the table using the right hand"
s1_pyramidmedium_pass_1,"The person picks up the medium pyramid from the table with their right hand, passes it to someone on their right side at knee level, and then places it back on the table with their right hand"
s1_duck_pass_1,The person picks up the duck from the table with the right hand and passes it to someone else using the right hand and puts the duck back on the table with right hand
s1_toothpaste_pass_1,"The person picks up the toothpaste from the table with right hand, passes it to someone else on the left side using the left hand and finally places the toothpaste back on the table with the right hand."
s1_piggybank_offhand_1,"The person picks up the piggybank with their left hand and passes it to their right hand, then rotates and inspects the piggybank at eye level before placing it back down on the table using the right hand."
s1_airplane_offhand_1,"The person picks up the airplane with the left hand and passes it to their right hand, then flies the airplane in the air with the right hand, then set it back down on the table"
s1_toothpaste_pick_all,"The person repeatedly picks up and puts down the toothpaste tube on the table, squeezing it multiple times, always using their right hand."
s1_cylindersmall_pass_1,The person picks up the small cylinder with their right hand and passes it to another person across the table and then puts the small cylinder back down on the table with their right hand
s1_pyramidlarge_offhand_1,"The person picks up the large pyramid with their left hand, transfers it to their right hand for inspection, and then places it back down on the table with their left hand"
s1_pyramidsmall_pass_1,"The person picks up the small pyramid from the high table using their right hand, passes it to their left hand, then hands it to someone else on their left side with their left hand, and finally puts it back on the table using their right hand"
s1_eyeglasses_pass_1,"The person grabs the eye glasses from the arm, passes them to another person, and then place the glasses back on the table, all using their right hand"
s1_watch_pass_1,"The person picks up the watch with their right hand, transfers it to their left hand to pass it to another person, and then places the watch back on the table with their right hand"
s1_mug_pick_all,"The person repeatedly picks up the mug and puts it down, grabbing from different locations such as the handle, top, and container, only using their right hand."
s1_mouse_pass_1,"The person picks up the mouse with their right hand, passes it to someone on their right below chest level, and then places it back on the table with their right hand."
s1_stanfordbunny_pass_1,"The person picks up the stanford bunny with their right hand, passes it to another person at belly level, and then places it back on the table with their right hand."
s1_stapler_staple_1,"The person picks up the stapler with their right hand, uses it by pressing it with their thumb, then puts it back down using their right hand. "
s1_mug_pass_1,The person picks up the mug with their right hand and passes it to someone else on their right side using their right hand and then places the mug back on the table with their right hand.
s1_torussmall_pass_1,"The person picks up the small torus with their right hand, passes it across the table to another person with their right hand, and then places it back on the table with their right hand."
s1_phone_call_1,"The person picks up the phone using the right hand and dials a number, starts talking on the phone while walking, then hangs up the phone and places it back on the table using the right hand."
s1_wineglass_toast_1,"The person picks up the wine glass with their right hand, toasts with someone on their left, takes a sip, and then places the glass back on the table, always using their right hand."
s1_hammer_use_2,"The person picks up the hammer with their right hand, hammers several nails above chest level on different walls with their right hand, and then places the hammer back on the table with their right hand"
s1_spheremedium_offhand_1,"The person picks up the medium sphere with their left hand, passes it to their right hand, investigates it at eye level, and then places it back on the table with their right hand."
s1_spherelarge_pick_all,"The person repeatedly picks up the large sphere from the table and puts it down on the table, alternating hands: right, both, right, and varying their grip each time."
s1_alarmclock_pick_all,"The person repeatedly picks up the alarm clock with their right hand, lifts it, and places it back on the table with their right hand."
s1_cylindermedium_pick_all,"The person repeatedly lifts and repositions the medium cylinder on the table, using their right hand to grab it from various locations and placing it on either the flat surface or the cylinder body."
s1_eyeglasses_pick_all,"The person repeatedly picks up the eye glasses from various points and places them back on the table, using mainly their right hand and sometimes both hands or their left hand"
s1_cubemedium_pick_all,"The person repeatedly picks up the medium cube, lifts it slightly above the table, and places it back down, alternating hands: right, both, right."
s1_apple_pass_1,"The person picks up the apple from the table with their right hand, passes it to someone across the table at chest level, and places it back on the table with their right hand."
s1_wineglass_pick_all,"The person repeatedly picks up the wine glass from the table, grasping it by the rim, bowl or stem with their right hand, and places it back on the table."
s1_flashlight_pick_all,"The person repeatedly picks up the flashlight from a high table varying their grip on the object, lifts it slightly above the table, and places it back down, always using their right hand."
s1_toothbrush_pick_all,"The person repeatedly picks up the toothbrush with their right hand, lifts it slightly above the table, and then places it back on the table, always using their right hand."
s1_eyeglasses_clean_1,The person uses their right hand to pick up the eye glasses and wipes them with either left or right hand before placing them on the table using their right hands.
s1_doorknob_use_1,The person opens the drawers holding the doorknob using their right hand.
s1_camera_takepicture_3_Retake,"The person picks up the camera using the right hand, holds it vertically close to their eyes, takes several photos, and then places the camera back on the table with their right hand."
s1_waterbottle_pass_1,"The person picks up the water bottle with their right hand, passes it to someone on their left side at shoulder level, and then places it on the table with their right hand."
s1_flashlight_pass_1,"The person picks up the flashlight with their left hand from a high table, passes it to someone on their left with their left hand, and then places it back on the table with their left hand"
s1_torussmall_inspect_1,"The person picks up the small torus from the table, inspects it at eye level with their right hand, and places it back on the table with their right hand."
s1_airplane_pick_all,"The person repeatedly picks up the airplane from the table, lifts it slightly above the table, and puts it down, always using their right hand."
s1_mug_toast_1,"The person picks up the mug, toasts it with others across the table, drinks from it, and then places the cup on the table, all with their right hand."
s1_watch_offhand_1,"The person picks up the watch with their left hand, examines it at chest level with both hands, and places it on the table with their right hand."
s1_apple_eat_1,"The person picks up the apple from the table, eats the apple by taking several bites, and then places it back on the table using their right hand."
s1_banana_peel_2,"The person picks up the banana with their left hand, peels it with their right hand, and places it on the table with their left hand."
s1_cubesmall_inspect_1,"The person picks up the small cube from a high table with their right hand, inspects it while passing it between hands, and finally places it on the table with their left hand."
s1_mug_drink_1,"The person picks up the mug with their right hand, drinks from it while holding it with their right hand, and then places it back on the table with their right hand"
s1_cubesmall_offhand_1,"The person picks up the small cube with their left hand, examines it at shoulder level while passing it between hands, and finally places it back on the table with their right hand."
s1_scissors_offhand_1,"The person picks up scissors with their left hand, passes them to their right hand, cuts something with their right hand, and then places the scissors on the table with their right hand."
s1_headphones_pass_1,"The person picks up the headphones from the table, hands them to someone on their right side with their right hand, and then places them back on the table with their right hand."
s1_eyeglasses_wear_1,"The person picks up the eye glasses with their right hand, puts them on using both hands, takes them off using both hands and places them back on the table using their right hand."
s1_cup_pour_1,"The person picks up the cup from the table using their right hand, pours the liquid inside several times onto the table, and finally places the cup back onto the table using their right hand."
s1_gamecontroller_offhand_1,"The person picks up the game controller with their left hand, plays with it using both hands, and then places it on the table with both hands."
s1_wineglass_pass_1,"The person picks up the wine glass with their left hand, passes it to their right hand to drink, and then places it back on the table with their left hand."
s1_duck_inspect_1,"Using the right hand, the person picks up the duck, examines it closely, and then places the duck back down on the table."
s1_hammer_use_1,"The person picks up the hammer with their right hand, uses their right hand to  hammer nails held in their left hand, and then places the hammer on the table using their right hand."
s1_flute_pass_1,"The person picks up the flute and passes across the table below belly level with their right hand, then places it back on the table with their right hand."
s1_airplane_pass_1,"The person picks up an airplane with their right hand, passes it to someone on their right, then retrieves it and puts it back on the table with their right hand."
s1_cubesmall_pass_1,"The person picks up the small cube with their right hand from a high table, passes it across the table at chest level with their right hand, and then places it back on the table with their right hand."
s1_waterbottle_drink_1,"The person picks up the water bottle with their right hand, opens the lid and drinks from it holding it with their right hand, and then places it back on the table with their right hand."
s1_banana_offhand_1,"The person picks up the banana with their left hand, passes it to their right hand, peels it with their left hand, eats it, and then places the peel on the table with their right hand"
s1_camera_browse_1,"The person uses their right hand to pick up the camera, presses some buttons to adjust settings, and then places the camera back on the table with their right hand."
s1_scissors_use_2,"The person picks up the scissors from the table, lifts them to head level, cuts their hair, and then puts them back on the table, always using their right hand to hold the scissors."
s1_hammer_pass_1,"The person picks up the hammer from the table using their right hand, passes it to someone else on their right side at chest level using their right hand, and then places it back on the table using their right hand."
s1_binoculars_pass_1,"The person picks up the binoculars with their right hand, passes it to their left hand, then passes it to someone on the left with their left hand, and finally places it back on the table with their right hand."
s1_pyramidlarge_pick_all,"The person repeatedly picks up and puts down the large pyramid, alternating between using their right hand and both hands."
s1_bowl_drink_2,"The person picks up the bowl with their right hand, brings it to their mouth, drinks from the bowl, and then places it back down on the table, always using their right hand"
s1_fryingpan_cook_2,"The person picks up the frying pan with their right hand, cooks something by tossing it repeatedly, and then places the pan back on the table with their right hand."
s1_scissors_pass_1,"The person picks up the scissors with their right hand, passes them to their left hand, and then passes the scissors to someone across the table at below chest level using their left hand, and finally puts them down using their right hand."
s1_torusmedium_offhand_1,"The person picks up the medium torus with their left hand, passes it to their right hand, inspects it, and finally places it back on the table with their left hand."
s1_stapler_pass_1,"The person uses their right hand to retrieve a stapler from the table, momentarily shifts it to their left hand, passes it to someone on their left, then swaps it back to their right hand to return it to its original spot on the table."
s1_bowl_drink_1,"The person picks up the bowl with both hands, drinks from it, and places it back on the table with both hands."
s1_teapot_pour_1,"The person picks up the tea pot with their right hand, pours tea while continuing to hold the teapot in their right hand, and then places the teapot back on the table using their right hand."
s1_torusmedium_inspect_1,"The person picks up the medium torus with their right hand, lifts it to eye level to investigate, inspects it, and finally places it back on the table with their right hand"
s1_camera_pick_all,"The person repeatedly picks up the camera, holding it from various positions on the table, primarily using their right hand, but occasionally using their left hand or both hands for added support."
s1_torusmedium_pass_1,"The person picks up the medium torus, passes it to someone on their right side below knee level, and finally places the torus on the table, always using their right hand."
s1_cylinderlarge_offhand_1,"The person picks up the large cylinder with their left hand, inspects it while passing it to their right hand, then returns it to their left hand, and finally places it on the table with their left hand"
s1_duck_offhand_1,"The person picks up the duck with their left hand, transfers it to their right hand, inspects the duck closely, and then places the duck back down on the table with their right hand."
s1_cylinderlarge_pick_all,"The person repeatedly picks up and puts down the large cylinder, grasping it at various positions and placing it on its side or flat surfaces"
s1_spherelarge_inspect_1,"The person picks up the large sphere with their right hand, examines it at eye level while passing it between hands, and finally places it on the table with their right hand."
s1_cubelarge_pick_all,"The person repeatedly picks up the large cube from the table, lifting it slightly above the surface, and puts it back down, varying their grip each time by using their right hand, both hands, left hand, and then right hand again."
s1_duck_pick_all,The person repeatedly grasps the duck from various locations and lifts it up and down using only their right hand.
s1_flashlight_on_2,"The person picks up the flashlight from a high table, switches it on, shines it around, and places it back on the table using their right hand."
s1_knife_pick_all,"The person repeatedly picks up the knife from the table with their right hand, grasping it from various parts, and places it back on the table with their right hand"
s1_flute_play_1,"The person picks up the flute with their right hand, holds it in front of their mouth, plays it, and then places it on the table with their right hand."
s1_cup_pass_1,"The person uses their right hand to pick up the cup from the table, pass it to someone else across the table at chest level, and put it back onto the table."
s1_piggybank_use_1,"The person picks up the piggybank with their right hand, examines it by passing it between hands, and finally places it on the table with their right hand."
s1_stamp_pick_all,"The person repeatedly picks up the stamp from various locations and places it on the table on different sides, always using their right hand."
s1_pyramidsmall_inspect_1,"The person picks up the small pyramid from the table with their right hand, thoroughly examines it at face level, rotating and manipulating it, and finally places it back on the table with their right hand."
s1_elephant_inspect_1,"The person picks up the elephant with their right hand, brings it to eye level, and examines it with their right hand, then passes it to their left hand for further investigation and finally places it on the table with their right hand."
s1_camera_takepicture_2,"The person lifts the camera from the table with both hands, takes multiple photos in various postures, and then places the camera back on the table using both hands"
s1_banana_eat_1,"The person picks up the banana with their right hand, peels it with their right hand, eats it with their left hand, and then places the banana on the table with their right hand."
s1_spherelarge_offhand_1,"The person picks up the large sphere with their left hand, passes it between hands while examining at face level, and finally places it back on the table with their left hand."
s1_wineglass_offhand_1,"The person uses their left hand to pick up a wine glass from the table, passes it to their right hand to take a drink, then switches back to their left hand to hold the glass, and finally places it back on the table."
s1_mug_offhand_1,"The person uses their left hand to pick up the mug from the table, examines it by passing it between their hands, and then places it back on the table with their left hand."
s1_cubelarge_offhand_1,"The person picks up the large cube, passes it to the other hand, inspects it at chest level, passes it back, and finally places it on the table with their left hand."
s1_duck_offhand_2,"The person picks up the duck with their left hand, transfers it to their right hand, examines it closely while rotating it, and then places the duck back down on the table with their right hand"
s1_cylindersmall_offhand_1,"The person picks up the small cylinder with their left hand, passes it to their right hand for inspection, and then places it on the table with their right hand."
s1_watch_set_1,"The person picks up the watch with their right hand, sets the time with their right hand while holding it with their left, and puts it back on the table with their right hand."
s1_toruslarge_pass_1,"The person uses their right hand to pick up the large torus, passes it to their left hand, then passes it to someone on their left side at shoulder level using their left hand, and finally places it back on the table using their right hand."
s1_mouse_use_1,"The person uses the mouse with their right hand, moving it around the table and clicking multiple times."
s1_headphones_offhand_1,"The person picks up the headphones with their left hand, puts them on with both hands, and places them on the table with both hands."
s1_watch_set_2,"The person picks up the watch from the table using their right hand, sets the time using their right hand while holding the watch with their left hand, and then puts it back onto the table using their right hand."
s1_teapot_pass_1,"The person picks up the teapot using both hands, passes it across the table using both hands, and then places it on the table using both hands."
s1_pyramidlarge_pass_1,"The person picks up the large pyramid with their right hand and passes it to another person across the table, all with the same hand."
s1_torussmall_pick_all,"The person repeatedly picks up the small torus from the table with their right hand, grabbing from different contact points, and places it back on the table."
s1_cup_pick_all,"The person uses their right hand to repeatedly pick up the cup from the table, grabbing it from different positions each time, and to place it back onto the table."
s1_airplane_fly_1,"The person uses their right hand to pick up the airplane from the table, then holds it while flying it in the air, before finally setting it back down on the table."
s1_stamp_pass_1,"The person picks up the stamp with their right hand, passes it to their left hand, then hands it to someone across the table at chest level with their left hand, and finally places it back on the table with their right hand."
s1_apple_pick_all,"The person repeatedly picks up the apple, grabbing from different parts, and places it back on the table, always using their right hand."
s1_cubemedium_inspect_1,"The person picks up the medium cube with their right hand, brings it to eye level, and places it back on the table, all with their right hand."
s1_waterbottle_offhand_1,"The person picks up a water bottle from the table with their left hand, then uses their left hand to open it while holding it with their right hand, takes a drink, and finally places it back on the table with their right hand."
s1_mug_drink_2,"The person picks up the mug with their right hand, uses both hands to lift it to their mouth, drinks from it with both hands, and finally places it back on the table with both hands."
s1_waterbottle_pour_1,"The person picks up the water bottle from the table with their right hand, then transfers it to their left hand, opens it with their right hand, and pours water over the table and onto the left side, finally placing the bottle back on the table with their right hand."
s1_cylindersmall_pick_all,"The person repeatedly picks up and puts down the small cylinder on the table placing it on its flat surface or body, always using the right hand"
s1_cylindermedium_pass_1,"The person picks up the medium cylinder with their right hand, hands it to someone on their right, and then places it on the table with their right hand"
s1_waterbottle_open_1,"The person picks up the water bottle from the table with their right hand, holds it with their left hand while opening it with their right hand, and then transfers it back to their right hand to put it back on the table."
s1_stanfordbunny_pick_all,"The person repeatedly picks up the Stanford bunny from the table, lifting it to chest level and grabbing from different parts and then places it back on the table with their right hand, then their left hand, and finally their right hand again."
s1_hand_pass_1,"The person picks up the toy hand with their right hand, passes it to someone across the table at chest level, and finally places it on the table with their right hand."
s1_elephant_pass_1,"The person picks up the elephant and passes it to someone across the table at shoulder level then places it on the table, always using their right hand."
s1_alarmclock_see_1,"The person picks up the alarm clock with their right hand, brings it to eye level to inspect it, and finally places it on the table with their right hand."
s1_lightbulb_pass_1,"The person picks up the light bulb with their right hand, passes it to someone across the table at eye level, and then places it on the table, always using their right hand."
s1_cylinderlarge_pass_1,"The person picks up the large cylinder with their right hand, passes it to their left hand, then hands it off to another person on their left side with their left hand, and finally places the cylinder on the table with their right hand."
s1_alarmclock_pass_1,"The person picks up the alarm clock, hands it to someone across the table at shoulder level with their right hand, and then places it back on the table with their right hand."
s1_camera_takepicture_1,"The person lifts the camera from the table with both hands, takes multiple photos while holding it at a distance from their face, and then places the camera back on the table using both hands."
s1_cubemedium_pass_1,"The person picks up the medium cube with their right hand, passes it to their left hand, then to someone on their left side below belly level with their left hand, and finally places it on the table with their right hand."
s1_mug_drink_3,"The person uses their right hand to pick up the mug from a table, drinks from it while holding it with their right hand, and then places it back on the table with their right hand."
s1_flashlight_on_1,"The person uses their right hand to pick up the flashlight from the high table, turn it on, shine it around, and then place it back on the high table with their right hand."
s1_spheresmall_pick_all,"The person repeatedly picks up and places the small sphere on the table, always using their right hand."
s1_toruslarge_inspect_1,"The person picks up the large torus with their right hand, inspects it at face level, passes it to their left hand, inspects it again at face level, and then places it on the table using their right hand."
s1_cubesmall_pick_all,"The person repeatedly picks up the small cube from the table, slightly above the surface, and places it back down, varying their grip each time with their right hand."
s1_stamp_offhand_1,"The person first picks up the stamp from the table with their left hand, then transfers it to their right hand, and finally uses it to stamp multiple times directly onto the table surface before returning it to the table."
s1_gamecontroller_pick_all,"The person repeatedly picks up the game controller from the table holding from various points and places it back on the table, first using their right hand and both hands"
s1_phone_pass_1,"The person picks up the phone with their right hand, passes it to their left hand, then hands it to someone on their left side at chest level with their left hand, and finally places it back on the table with their right hand."
s1_flute_pick_all,"The person repeatedly picks up and places the flute on the table with their right hand, then with their left hand, and finally with their right hand again."
s1_flashlight_offhand_1,"The person uses their left hand to pick up the flashlight from the table, transfers it to their right hand, turns it on, shines it around, and then places it back on the table with their right hand."
s1_hammer_use_3,"The person uses their right hand to lift a hammer, removes several nails from the table and the ceiling with their right hand, and then places the hammer back on the table using the same hand."
s1_gamecontroller_play_1,"The person picks up the game controller with their right hand, plays with it at chest level using both hands and moving their body, and finally places it on the table with both hands."
s1_mouse_pick_all,"The person repeatedly picks up and places the mouse back on the table, always using their right hand."
s1_stanfordbunny_inspect_1,"The person picks up the stanford bunny with their right hand, examines it at eye level, passing it between hands, and finally places it on the table with their right hand."
s1_camera_pass_1,"The person uses their right hand to pick up the camera from the table, hands it to another person, and then places it back down on the table with their right hand."
s1_elephant_pick_all,"The person repeatedly picks up the elephant with their right hand from the table, grasping different parts, and puts it down."
s1_spheresmall_pass_1,"The person picks up the small sphere with their right hand, passes it to someone across the table with their right hand, and then places it back on the table with their right hand."
s1_pyramidmedium_offhand_1,"The person picks up the medium pyramid with their left hand, examines it by passing it from one hand to the other, and finally places it on the table with their left hand."
s1_stapler_offhand_1,"The person uses their right hand to pick up the stapler, then switches it to their left hand, performs stapling, and finally places it back on the table using their right hand."
s1_phone_pick_all,"The person repeatedly picks up and puts down a phone from a table with their right hand, grasping it from different angles each time."
s1_cubelarge_inspect_1,"The person picks up the large cube, brings it to eye level, rotates it for investigation, passes it to their left hand for further examination, and finally places it on the table with their right hand."
s1_torussmall_offhand_1,"The person picks up the small torus with their left hand, passes it to their right hand to investigate, and finally places it on the table with their left hand."
s1_stanfordbunny_offhand_1,"The person picks up the Stanford bunny from the table with their left hand, transfers it to their right hand for a closer examination, and eventually returns it to its initial position on the table using their right hand."
s1_spheremedium_inspect_1,"The person lifts the medium sphere with their right hand, examines it at eye level with their right hand, and then places it back on the table using their right hand."
s1_banana_pass_1,"The person picks up the banana with their right hand, passes it to their left hand, then hands it to someone on their left side at shoulder level with their left hand, and finally places it back on the table with their right hand."
s1_doorknob_use_2,The person holds the doorknob to open the drawer and close the drawer using their right hand.
s1_spheremedium_pick_all,"The person repeatedly picks up the medium sphere slightly above the table and places it back down, always using their right hand."
s1_spherelarge_pass_1,"The person picks up the large sphere with their right hand, passes it to someone on their right side above head level, and then places it on the table with their right hand."
s1_fryingpan_cook_1,"The person picks up the frying pan with their right hand, passes it to their left hand, stirs the ingredients with the right hand, and finally places the pan on the table using their right hand."
s1_train_play_1,"The person picks up the train from the table with their right hand, rides it through the air several times, and then puts it back on the table with their right hand."
s1_banana_pick_all,"The person repeatedly picks up and puts down a banana on a table, first using their right hand, then their left hand, and finally their right hand again, each time grasping the banana from a different angle."
s1_cubelarge_pass_1,"The person picks up the large cube with their right hand, passes it to someone across the table with their right hand, and finally places it on the table with their right hand."
s1_toruslarge_pick_all,"The person picks up the large torus from the table, places it back on the table, and repeats this process multiple times, always using their right hand and grasping a different part of the torus each time"
s1_pyramidmedium_inspect_1,"The person picks up the medium pyramid with their right hand, investigates it by repeatedly passing it from one hand to the other, and finally places it on the table with their right hand."
s1_spheremedium_pass_1,"The person picks up the medium sphere with their right hand, passes it to their left hand, and then passes it to someone on their left using their left hand, finally placing it back on the table with their right hand."
s1_alarmclock_offhand_1,"The person picks up the alarm clock with their left hand, hands it to their right hand, inspects it at shoulder level with their right hand, and finally places it on the table with their right hand."
s1_headphones_use_1,"The person picks up the headphones, puts them on with both hands, and places them on the table with both hands."
s1_banana_peel_1,"The person picks up the banana with their right hand, transfers it to their left hand, peels it with their right hand, and then places it back on the table with their right hand."
s1_cylindermedium_inspect_1,"The person picks up the medium cylinder with their right hand, inspects it at chest level while switching hands, and finally places it on the table with their right hand"
s1_bowl_pick_all,"The person picks up the bowl, holding it from various contact points, and places it on the table, using either both hands or their right hand."
s1_spheresmall_offhand_1,"The person first picks up a small sphere from the table using their left hand, momentarily hands it over to their right hand for a brief examination, then swaps it back to the left hand, and finally repositions it on the table."
s1_piggybank_pass_1,"The person picks up the piggybank with their left hand, passes it to someone on their left with the same hand, and then places it on the table with their right hand. "
s1_cup_drink_1,"The person picks up the cup using their right hand, drinks from it using their right hand as well, and then places the cup onto the table again using their right hand."
s4_stapler_pick_all,"The person alternates hands, using the right hand to repeatedly lift and lower the stapler onto a lower table, then repeating the sequence multiple times with the left hand."
s4_piggybank_pick_all,"The person performs a series of pickups and put-downs with the piggybank, initially using the right hand, then both hands simultaneously, followed by the left hand, and subsequently repeating the sequence while alternating hands."
s4_binoculars_pick_all,"The person repeatedly picks up and puts down the binoculars from the table, changing hands and the binoculars' position each time, using the right hand first, then both hands together, and finally the left hand."
s4_stapler_staple_2,"The person uses their right hand to pick up a stapler from a lower table, then performs a series of stapling actions before returning the stapler to its starting position on the table with the same right hand."
s4_wineglass_drink_2,"The person uses their right hand to pick up the wine glass from the table, takes a drink, and then returns the wine glass to the table."
s4_bowl_pass_1,"The person uses both hands to pick up a bowl from the table, transfers it to their right hand to pass it to someone on their right, retrieves it with their right hand, and then holds it with both hands again before placing it back on the table."
s4_stamp_stamp_1,"The person uses their right hand to pick up a stamp from a lower table, then stamps the surface of the table with it a couple of times, and finally places the stamp back on the table"
s4_watch_pick_all,"The person repeatedly manipulates the watch on the table, picking it up and putting it down with first the right hand and then the left, rotating and examining it from various angles."
s4_cup_drink_2,"The person lifts the cup to their mouth using their right hand, drinks from it, and then places it back onto the table again using their right hand."
s4_torusmedium_pick_all,"The person repeatedly picks up and puts down the medium torus on the table, always using their right hand and keeping it at a low height."
s4_binoculars_see_1,"The person picks up the binoculars from a high table with their right hand, briefly holds it with both hands, brings it to their eyes to gaze through it, and then returns it to the table with both hands."
s4_cylinderlarge_inspect_1,"The person picks up the large cylinder from the table with their right hand, inspects it at chest level while rotating it with both hands, and finally places it back down on the table with both hands."
s4_hand_inspect_1,"The person picks up the toy hand from a high table with their right hand, examines it with both hands by rotating it slightly above the table, and finally places it on the table with their right hand."
s4_train_pick_all,"The person picks up the train from various points, lifts it slightly above the table, and places it back down multiple times, using either their right hand, left hand, or both hands."
s4_pyramidmedium_pass_1,"The person picks up the medium pyramid with both hands, passes it to their left side with their right hand, and then places it on the table with their right hand."
s4_duck_pass_1,"With their right hand, the person lifts the duck, passes it to another person at table level, and then places the duck on the table"
s4_toothpaste_pass_1,"The person picks up the toothpaste from the table using their right hand, passes it to someone across the table using their right hand, and then places it back on the table using their right hand."
s4_cylindersmall_pass_1,"The person picks up the small cylinder, passes it to someone on their left side, and then places it on the table using only their right hand."
s4_watch_pass_1,"The person retrieves the watch from the lower table with their right hand, briefly passes it to someone on their right, and then returns it to the table with the same hand."
s4_mouse_pass_1,"The person picks up the mouse from the table with their right hand, hands it over to someone on the opposite side of the table, and then retrieves it with the same hand and puts it back on the table."
s4_stanfordbunny_pass_1,"The person uses their right hand to pick up the Stanford bunny from the table, momentarily holds it on the upper left side, and then returns it to the table, all with the same hand."
s4_stapler_staple_1,"The person reaches out with their right hand to touch a stapler on a lower table, then operates it without picking it up, and finally lets go of it, leaving it in its original position."
s4_mug_pass_1,"The person picks up the mug from the table, passes it to someone on their right at belly level, and then puts it back on the table, all with their right hand."
s4_torussmall_pass_1,"The person picks up the small torus with their right hand, passes it to someone on the left side at belly level with their right hand, and finally places it on the table with their right hand."
s4_phone_call_1,"The person uses their right hand to pick up the phone from the table, dial a number, bring it to their ear, engage in a conversation, and then hang up and return the phone to the table, performing the entire sequence with their right hand."
s4_wineglass_toast_1,"The person uses their right hand to pick up the wine glass from the table, raises it in a toast, and then returns it to the table with the same hand."
